company,ticker,scenario,assessment_type,category,factor,weight,score,weighted_score,rating_or_result,outlook,watch_status,as_of_date,status,rationale,upgrade_trigger,downgrade_trigger,source_name,source_file,source_page_or_section,source_url,calculation_or_assumption,notes
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Business Risk,Management and governance,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Governance stable; controls clean.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Management and governance,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Revenue growth,0.020,1,0.0200,1 (Strong),,,2026-03-31,Orion Rating Assessment,"Faster ramp: $57.5M (FY2026) to $126.9M (FY2029), 22-42% annual growth.",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Revenue growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 1 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Gross margin,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Margin ~70-71% on higher volume and U.S. onshoring benefits.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Gross margin,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,EBITDA and operating losses,0.025,4,0.1000,4 (Weak),,,2026-03-31,Orion Rating Assessment,Operating leverage narrows Adjusted EBITDA to ~-$45M by FY2029; approaching but not reaching breakeven.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - EBITDA and operating losses,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 4 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Cash-flow generation,0.020,4,0.0800,4 (Weak),,,2026-03-31,Orion Rating Assessment,Burn narrows to ~-$44M by FY2029; cash generation still negative but improving.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-flow generation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 4 = 0.0800. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Cash-burn rate,0.025,3,0.0750,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Burn moderates as revenue scales; monthly burn declines toward ~$4M by FY2029.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-burn rate,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 3 = 0.0750. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Leverage,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,Net-cash position preserved; leverage a non-issue.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Leverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Interest burden,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Interest comfortably covered as burn narrows.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Interest burden,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Financial Risk,Capital-market dependence,0.020,3,0.0600,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Lower external need (~$50M equity + $75M UDENYCA earnouts); dependence eases as burn narrows.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Capital-market dependence,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 3 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Current liquidity,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Liquidity stabilizes (~$31M minimum) with earnouts and lighter burn.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Current liquidity,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Twelve-month runway,0.025,2,0.0500,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Comfortable multi-year runway with earnouts and improving burn.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Twelve-month runway,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 2 = 0.0500. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Minimum-liquidity headroom,0.020,1,0.0200,1 (Strong),,,2026-03-31,Orion Rating Assessment,Ample headroom maintained throughout.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Minimum-liquidity headroom,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 1 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,External-capital requirements,0.025,3,0.0750,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,~$50M equity plus $75M UDENYCA earnouts; more modest and partly non-dilutive.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - External-capital requirements,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 3 = 0.0750. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Covenant risk,0.020,2,0.0400,2 (Adequate),,,2026-03-31,Orion Rating Assessment,No breach; comfortably above the floor.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Covenant risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 2 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,Refinancing risk,0.020,1,0.0200,1 (Strong),,,2026-03-31,Orion Rating Assessment,Repaid in full from cash; refinancing optional.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - Refinancing risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 1 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Liquidity Risk,2029 maturity coverage,0.020,1,0.0200,1 (Strong),,,2026-03-31,Orion Rating Assessment,"Cash at maturity ~$57.2M; fully covered, refinancing optional.",,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Liquidity Risk - 2029 maturity coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 1 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Collateral and lien position,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,Collateral fully covers the small claim with a growing franchise behind it.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Collateral and lien position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Debt seniority,0.010,1,0.0100,1 (Strong),,,2026-03-31,Orion Rating Assessment,Seniority unchanged.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Debt seniority,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 1 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Other financial liabilities,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Immaterial relative to franchise value.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Other financial liabilities,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Revenue-participation claims,0.010,2,0.0200,2 (Adequate),,,2026-03-31,Orion Rating Assessment,RPR services from growing sales without stressing the loan.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Revenue-participation claims,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 2 = 0.0200. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Enterprise-value coverage,0.010,1,0.0100,1 (Strong),,,2026-03-31,Orion Rating Assessment,FY2029 EV ~$349M; deep coverage.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Enterprise-value coverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 1 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Estimated recovery,0.015,1,0.0150,1 (Strong),,,2026-03-31,Orion Rating Assessment,~100% recovery; money-good with rising equity cushion.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Estimated recovery,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 1 = 0.0150. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Upside,Upside,Structural & Recovery Risk,Legal and structural risks,0.005,2,0.0100,2 (Adequate),,,2026-03-31,Orion Rating Assessment,Structural gaps immaterial while credit improves.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Structural & Recovery Risk - Legal and structural risks,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.005 x score 2 = 0.0100. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Market size and growth,0.015,4,0.0600,4 (Weak),,,2026-03-31,Orion Rating Assessment,Secular incidence decline compounds share loss to penpulimab; Downside revenue falls to $30.9M by FY2029 — the small market becomes a shrinking one.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Market size and growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 4 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Product differentiation,0.020,3,0.0600,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,A penpulimab U.S. launch removes the sole-availability advantage; differentiation narrows to label/guideline nuance and pricing.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Product differentiation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 3 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Single-product concentration,0.025,5,0.1250,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Single-product reliance is fully exposed: with LOQTORZI declining there is no second revenue stream to offset — concentration realized as impairment.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Single-product concentration,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 5 = 0.1250. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Competitive position,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Penpulimab launches (likely via a U.S. partner) and takes price/share — the principal competitive catalyst driving the revenue decline.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Competitive position,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Regulatory risk,0.010,4,0.0400,4 (Weak),,,2026-03-31,Orion Rating Assessment,Adverse pricing policy and/or China supply/tariff shock amplifies revenue erosion in the stress case.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Regulatory risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 4 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Reimbursement risk,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Medicaid/coverage pressure and competitor discounting compress net price in the stress case.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Reimbursement risk,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Commercial execution,0.015,4,0.0600,4 (Weak),,,2026-03-31,Orion Rating Assessment,Execution falters against a launched competitor; new-patient starts stall and revenue turns down.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Commercial execution,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 4 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Business Risk,Management and governance,0.010,3,0.0300,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Thin organization under stress; heightened reporting/controls risk if liquidity deteriorates.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Business Risk - Management and governance,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 3 = 0.0300. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Revenue growth,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Growth reverses: revenue peaks ~$46.7M (FY2026) then declines to $30.9M (FY2029) as competition bites.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Revenue growth,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Gross margin,0.015,3,0.0450,3 (Elevated risk),,,2026-03-31,Orion Rating Assessment,Margin ~67% but on a shrinking revenue base; royalty and price pressure cap improvement.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Gross margin,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 3 = 0.0450. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,EBITDA and operating losses,0.025,5,0.1250,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Losses stay very large (~-$105M to -$113M annually) as revenue falls while opex stays elevated.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - EBITDA and operating losses,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 5 = 0.1250. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Cash-flow generation,0.020,5,0.1000,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Operating cash burn worsens to ~-$105M/yr; cash flow deeply negative.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-flow generation,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.020 x score 5 = 0.1000. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Cash-burn rate,0.025,5,0.1250,5 (Very weak/distressed),,,2026-03-31,Orion Rating Assessment,Burn accelerates (~$9M+/month) as revenue falls; liquidity depletes rapidly.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Cash-burn rate,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.025 x score 5 = 0.1250. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Leverage,0.015,4,0.0600,4 (Weak),,,2026-03-31,Orion Rating Assessment,Net-cash flips to net debt as liquidity is consumed; leverage becomes acute into the 2027 breach.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Leverage,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.015 x score 4 = 0.0600. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
"Coherus Oncology, Inc.",CHRS,Downside,Downside,Financial Risk,Interest burden,0.010,4,0.0400,4 (Weak),,,2026-03-31,Orion Rating Assessment,Cash interest cannot be serviced from operations once liquidity nears the covenant floor; default risk rises.,,,Orion Analysis,coherus_credit_overview_page.csv; coherus_liquidity.csv; coherus_projections.csv; coherus_valuation.csv; coherus_credit_agreement.csv; coherus_compliance.csv; coherus_industry.csv; coherus_news.csv,Financial Risk - Interest burden,https://www.sec.gov/Archives/edgar/data/1512762/000110465926058703/chrs-20260331x10q.htm,weighted_score = weight 0.010 x score 4 = 0.0400. Factor weights are shown at half scale so the weight column (factor rows + the category weighted-subtotal row) foots to the stated category weight and to 100% overall.,
